NO,순번,표준단어명,표준단어 영문약어명,표준단어 영문명,표준단어 설명,형식단어여부,표준도메인분류명,이음동의어 목록,금칙어 목록,변경구분,변경일자,범정부표준준수 여부,범정부표준적용 차수,최종수정일시
967,967,공장용지,FACTORY SITE,FCS,공장 부지를 조성하기 위한 용지. 측량 · 수로 조사 및 지적에 관한 법률에서는 제조업을 목적으로 하는 공장 시설물의 부지와 관계 법령에 의한 공장 부지 조성을 목적으로 하는 공사가 준공된 토지， 또는 이들 해당 토지와 같은 구역 안에 있는 의료 시설 따위의 부속 시설물의 부지를 말한다,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
968,968,요인,(CAUSE) FACTOR,FCT,사물이나 사건이 성립되는 중요한 원인. 또는 조건이 되는 요소,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
969,969,인자,FACTOR,FCTR,1.어떤 사물의 원인이 되는 낱낱의 요소나 물질
2.생명 현상에서 어떤 작용의 원인이 되는요소. 환경인자， 영양 인자， 유전 인자 따위로 나눈다.
3.인수(정수 또는 정식을 몇 개의 곱의 꼴로 하였을 때에， 그것의 각 구성 요소를 이르는말),N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
970,970,공장,FACTORY,FCTRY,원료나 재료를 가공하여 물건을 만들어 내는 설비를 갖춘 곳,N,,,,제정,2023-09-06 00:00:00.0,Y,6차,20241111 13:35:04
971,971,현장조사,FIELD SITE INVESTIGATION,FDINV,일을 실제 진행하거나 작업하는 곳에 가서 자세히 살펴보거나 찾아봄,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
972,972,수수료,FEE,FEE,1. 어떤 일을 맡아 처리해 준 데 대한 대가로서 주는 요금
2. 국가나 공공 단체 또는 공공기관이 특정한 사람을 위하여 공적인 일을 하였을때 그보상,Y,,,,수정,2021-07-14 00:00:00.0,Y,2차,20241111 13:35:04
973,973,사료,FEED,FEED,가축에게 주는 먹을거리,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
974,974,FEP,FRONT-END PROCESSOR,FEP,중앙 처리 장치의 전단에 위치해 회선을 제어하는 소형의 컴퓨터 보조 장치. 회선 제어뿐 아니라 오류 탐지， 사용자 검색 따위도 실행한다,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
975,975,폴더,FILE FOLDER,FFLDR,1. 서류철， 폴더
2. (일부 컴퓨터 시스템에서 파일 보관용) 디렉토리， 가상의 서류철,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
976,976,다섯번째,FIFTH,FFTH,다섯 번째. 5회자의 차례나 횟수,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
977,977,필드,FIELD (COLUMN),FIELD,항목 파일을 구성하는 기억영역의 최소 단위로 특정한 한 종류의 데이터를 포함한 것,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
978,978,밭,(FARM) FIELD,FILD,물을 대지 아니하거나 필요한 때에만 물을 대어서 야채나 곡류를 심어 농사를 짓는 땅,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
979,979,파일,FILE,FILE,1. 여러 가지 서류를 한데 모아 매어 두게 만든 도구. 또는 그렇게 매어 둔 묶음
2. 정보통신에서 하나의 단위로서 처리되는 서로 관련 있는 레코드의 집합,N,,,,수정,2021-07-14 00:00:00.0,Y,1차,20241111 13:35:04
980,980,채움,FILLING,FILL,일정한 공간에 사람， 사물， 냄새 따위를 가득하게 하는 것,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
981,981,필터,FILTER,FILT,여과기(濾過器). 여과지(紙),N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
982,982,발견,FIND,FIND,미처 찾아내지 못하였거나 아직 알려지지 아니한 사물이나 현상， 사실 따위를 찾아냄,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
983,983,재원,FINANCIAL RESOURCES,FIRSC,財源 재화나 자금이 나올 원천,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
984,984,고정,FIX,FIX,한 곳에 꼭 붙어 있거나 붙어 있게 함,N,,고정식,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
985,985,변동,FLUCTUATION (CHANGE),FLCTN,變動. 바뀌어 달라짐,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
986,986,변동률,FLUCTUATION RATE,FLCTNR,바뀌어 달라지는 비율,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
987,987,분야별,FIELD,FLD,여러갈래로 나누어진 범위나 부문별 구분,N,,분야,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
988,988,홍수위,FLOOD ELEVATION,FLDEL,하천의 수위 중에서 몇 년에 한 번씩 발생할 정도의 홍수 때의 수위,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
989,989,침수,FLOODING,FLDNG,물에 잠김,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
990,990,홍수기,FLOOD SEASON,FLDSN,홍수가 나는 시기,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
991,991,현장,FILED SITE,FLDST,1. 사물이 현재 있는 곳
2. 일이 생긴 그 자리
3. 일을 실제 진행하거나 작업하는 그곳,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
992,992,수행,FULFILLMENT,FLFMT,遂行. 생각하거나 계획한 대로 일을 해냄,N,,,,제정,2023-09-06 00:00:00.0,Y,4차,20241111 13:35:04
993,993,플래그,FLAG,FLG,어떤 상태의 진위를 나타낼 때 사용하는 값이나 변수,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
994,994,낙차,FALL HEAD,FLHD,1. 높은 곳에서 낮은 곳으로 떨어지는 물의 높낮이 차이. 주로 수력 발전 따위에 이용한다
2. 물체가 높은 곳에서 낮은 곳으로 떨어질 때의 높낮이 차이
3. 두 가지 일 사이의 시간 차이,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
995,995,기재,FILLING IN,FLLN,문서 따위에 기록하여 올림,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
996,996,촬영,FILMING,FLMN,사람， 사물， 풍경 따위를 사진이나 영화로 찍음,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
997,997,홍수,FLOOD,FLOOD,1. 비가 많이 와서 강이나 개천에 갑자기 크게 불은 물
2. 사람이나 사물이 많이 쏟아져 나옴을 비유적으로 이르는 말,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
998,998,식물상,FLORA,FLORA,특정 지역에 생육하고 있는 식물의 모든 종류. 식물학적 지역 조사나 식물 지리학의 기본이 된다,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
999,999,부유,FLOAT,FLOT,물 위나 물속， 또는 공기 중에 떠다님,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1000,1000,부엽식물,FLOATING LEAF PLANT,FLPNT,뿌리는 물 밑바닥에 고착하고 잎이 물 위에 뜨는 수생식물,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1001,1001,동승자,FELLOW PASSENGER,FLPS,차， 배， 비행기 따위를 같이 탄 사람,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1002,1002,층,FLOOR,FLR,1. 물체가 거듭 포개져 생긴 켜
2. 위로 높이 포개어 짓는 건물에서， 같은 높이를 이루는 부분,N,,,,제정,2023-09-06 00:00:00.0,Y,4차,20241111 13:35:04
1003,1003,불소,FLUORINE,FLRN,할로겐 원소의 하나. 자극적인 냄새가 나는 연한 누런빛을 띤 녹색 기체로， 화학적 작용이 강하여 질소 이외의 모든 원소와 화합한다,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1004,1004,고장시,FAULT,FLT,가구나 기계가 제대로 움직이지 못하게 되는 기능상의 장애가 났을 때,N,,고장,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1005,1005,맛,FLAVOR,FLVR,음식 따위를 혀에 댈 때에 느끼는 감각,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1006,1006,흐름,FLOW,FLW,흐르는 것. 한 줄기로 있다가 진행되는 현상을 비유적으로 이르는 말,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1007,1007,여성,FEMALE,FMALE,성(性)의 측면에서 여자를 이르는 말. 특히， 성년이 된 여자를 이름,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1008,1008,폼알데하이드,FORMALDEHYDE,FMALH,메탄올의 산화로 얻는 무색의 기체. 자극적인 냄새가 있으며， 물과 알코올에 녹는다,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1009,1009,정규,BEING FORMAL,FML,1. 정식으로 된 규정이나 규범
2. 규정에 맞는 정상적인 상태,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1010,1010,산식,FORMULA,FMLA,숫자， 문자， 기호를 써서 이들 사이의 수학적 관계를 나타낸 것,N,,식,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1011,1011,농지,FARMLAND,FMLND,농사용 토지,N,,농경지,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1012,1012,과,(BIOLOGICAL) FAMILY,FMLY,생물 분류 단계 중 하나로 목(目)의 하부 분류단계이자 속(屬)의 상위 단계,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1013,1013,명언,FAMOUS SAYING,FMSG,1. 사리에 맞는 훌륭한 말
2. 널리 알려진 말,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1014,1014,기능,FUNCTION,FN,1. 하는 구실이나 작용을 함. 또는 그런 것
2. 권한이나 직책， 능력 따위에 따라 일정한 분야에서 하는 역할과 작용,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1015,1015,설립,FOUNDATION,FNDN,設立. 기관이나 조직체 따위를 만들어 일으킴,N,,,,수정,2021-07-14 00:00:00.0,Y,1차,20241111 13:35:04
1016,1016,미세먼지,FINE DUST,FNDS,눈에 보이지 않을 정도로 입자가 작은 먼지,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
1017,1017,재정,(ECONOMY) FINANCE,FNN,1. 돈에 관한 여러가지 일
2. 국가 또는 지방 자치 단체가 행정 활동이나 공공 정책을 시행하기 위하여 자금을 만들어 관리하고 이용하는 경제활동
3. 개인， 가계， 기업 따위의 경제 상태,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1018,1018,끝,FINISH,FNS,1.일정한 공간이나 사물에서， 더이상 이어지지 않는 지점이나 부분
2.그 일의 결과로서 다음에 나타나는 일
3.어떤 행동이나 현상， 시기가 멈추는 순간,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1019,1019,수료,COMPLETE COURSE,FNSH,일정한 학과를 다 배워 끝냄,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
1020,1020,안개,FOG,FOG,지표면 가까이에 아주 작은 물방울이 부옇게 떠 있는 현상,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
1021,1021,폰트,FONT,FONT,구문 활자에서 크기와 서체가 같은 한벌,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1022,1022,음식물,FOOD,FOOD,사람이 먹고 마시는 것을 통틀어 이르는 말,N,,음식,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1023,1023,형태,FORM,FORM,1. 사물의 생김새나 모양
2. 어떠한 구조나 전체를 이루고 있는 구성체가 일정하게 갖추고 있는 모양,N,,형식， 형태별,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
1024,1024,산림,FOREST,FORST,산과 숲. 또는 산에 있는 숲,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1025,1025,미세먼지PM2.5,FINE PARTICULATE MATTER(PM2.5),FPMT,입자의 지름이 2.5마이크로미터 미만인 미세먼지,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1026,1026,탄화불소,FLUOROCARBON,FRCB,프레온 가스 대체 물질 중 하나. 염소를 포함하지 않아 반도체 표면의 이물질을 씻어 내는 데 사용한다,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1027,1027,유리잔류염소,FREE RESIDUAL CHLORINE,FRCH,염소로 물을 소독했을 때 차아염소산과 차아염소산 이온의 형태로 남아 있는 염소 성분,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1028,1028,예보,FORECAST,FRCST,豫報 앞으로 일어날 일을 미리 알림
(기상업무법) 관측된 결과를 기초로 한 기상등에 관한 예상을 발표하는 것,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
1029,1029,예보관,FORECAST PERSON,FRCSTR,기상 상태를 예측하여 미리 알리는 일을 전문으로 하는 사람,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1030,1030,앞자리,FRONT DIGIT,FRDGT,1. 주민번호， 우편번호 등의 문자열에서 앞 쪽 부분
2. 앞 쪽의 자리,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1031,1031,무료,FREE,FREE,無料 값을 받지 않음， 또는 치르지 않음,N,,무상,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
1032,1032,외래,FOREIGN,FREGN,외국에서 들어오거나 전하여 옴,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1033,1033,소방,FIREFIGHTING,FRFG,불로인한 재난을 방지하고 불이 났을 때 불을 끔,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1034,1034,트리플루오로메탄,FLUOROFORM,FRFM,유기합성의 다양한 응용 분야에 사용됨. 오존층 파괴자는 아니지만 온실가스에 속함,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1035,1035,외국,FOREIGN NATION,FRGN,外國 자기 나라가 아닌 다른 나라
(대외무역법시행령) 국내 이외의 지역.(영양사에관한규칙) 다음 각호의 1에 해당하는 국가
1. 대한민국과 국교를 맺은 국가 2. 대한민국과 국교를 맺지 아니한 국가중 보건복지부장관이 외교통상부장관과 협의하여 정하는 국가,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1036,1036,외국인,FOREIGNER,FRGNR,다른 나라 사람,N,,,,수정,2021-07-14 00:00:00.0,Y,1차,20241111 13:35:04
1037,1037,양식,FORMAT,FRM,일정한 방식. 형식이나 구성의 특질,N,,포맷,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1038,1038,외국인등록번호,FOREIGNER REGISTRATION NUMBER,FRNO,外國人登錄番號. 국내에 입국일로 부터 90일을 초과하여 체류하는 외국인에게 부여하는 번호,Y,,,,수정,2021-07-14 00:00:00.0,Y,1차,20241111 13:35:04
1039,1039,정면,FRONT,FRNT,1. 똑바로 마주 보이는 면
2. 사물의 앞쪽으로 향한 면
3. 에두르지 아니하고 직접 마주 대함,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1040,1040,빈도,FREQUENCY,FRQ,頻度 어떤 일이 되풀이되어 일어나는 정도,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1041,1041,앞면,FRONT SIDE,FRSD,물체의 앞쪽 면,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1042,1042,첫번째,FIRST,FRST,첫 번째. 맨 처음의 차례나 횟수,N,,처음， 최초,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1043,1043,미국쑥부쟁이,FROST ASTER,FRSTAST,국화과의 여러해살이풀. 높이는 0.3~1.0m이고， 잎은 3~10cm의 송곳 모양으로 한 가지에 여러 개가 달리며 아래 잎은 주걱 모양으로 털이 있다. 우리나라의 춘천시， 중부 지방과 남부 지방에서 발견된다. 북아메리카에서 유입된 외래 식물로 생태계 교란 생물이다,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1044,1044,산림보호구역,FOREST PROTECTION AREA,FRSTPA,과거 산림 유전자원 보호림에서 산림보호구역으로 통합,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1045,1045,초상,FIRST FROST OF SEASON,FRSTSS,그해 가을에 처음으로 내리는 서리,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1046,1046,네번째,FOURTH,FRTH,네 번째. 4회차의 차례나 횟수,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1047,1047,포럼,FORUM,FRUM,고대 로마에서 행하던 토의 방식의 하나,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1048,1048,방화벽,FIREWALL,FRWL,인터넷?등?컴퓨터?통신망에서?통신?내용이?도용되거나?외부로부터?컴퓨터가?침범당하는?것을?막기?위하여?기업이나?조직?내부의?네트워크와?인터넷?간에?전송되는?정보를?선별하여?수용ㆍ거부ㆍ수정하는?능력을?가진?보안?시스템,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1049,1049,어류,FISH,FSH,척추동물문의 연골어강， 경골어강， 먹장어강， 두갑강， 조기강을 통틀어 이르는 말,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
1050,1050,양어장,FISHING FARM,FSHFM,물고기를 인공적으로 기르는 곳,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1051,1051,어업,FISHERY,FSHRY,영리를 목적으로 물고기， 조개， 김， 미역 따위를 잡거나 기르는 산업. 또는 그런 직업,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1052,1052,어도,A FISHWAY,FSHWY,물고기가 하류에서 상류로 올라갈 수 있도록 만든 구조물,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
1053,1053,인화점,FIASHING POINT,FSPN,일정한 조건 아래에서 휘발성 물질의 증기가 다른 작은 불꽃에 의하여 불이 붙는 가장 낮은 온도,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1054,1054,임야,FOREST LAND,FSTLND,숲과 들을 아울러 이르는 말,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1055,1055,임업,FORESTRY,FSTR,각종 임산물에서 얻는 경제적 이윤을 위하여 삼림을 경영하는 사업,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1056,1056,변동업체,FLUCTUATION BUSINESS ENTITY,FTBE,바뀌어 달라진 사업이나 기업의 주체,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1057,1057,종말처리시설,FINAL TREATMENT FACILITY,FTFCLT,하수를 하천이나 바다로 흘려 보내기 위하여 마지막으로 처리하는 장소,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1058,1058,꼬리말,FOOTER (COMMENT),FTR,책이나 논문의 끝에 그 내용의 대강이나 관련 사항을 간략하게 적은 글,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1059,1059,지형지물,FEATURE,FTRE,땅의 생김새와 땅 위에 있는 모든 물체를 아울러 이르는 말,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1060,1060,정수장,A FILTRATION PLANT,FTTP,강물이나 지하수 따위의 물을 먹거나 쓸 수 있도록 깨끗하게 걸러 내는 시설을 갖춘 곳,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
1061,1061,연료,FUEL,FUEL,연소하여 열， 빛， 동력의 에너지를 얻을 수 있는 물질을 통틀어 이르는 말,N,,,,제정,2023-09-06 00:00:00.0,Y,6차,20241111 13:35:04
1062,1062,함수,(ENGINEERING) FUNCTION,FUNC,函數 1. 한 집합의 원소들을 다른 집합의 원소들에 지정해 주는 규칙
2. 컴퓨터 프로그램에서 식 내에 사용함으로써 하나의 값이 정해지는 절차,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1063,1063,유속,FLOW VELOCITY(VELOCITY OF A MOVING FLUID),FVLC,물이 흐르는 속도. 단위 시간에 물이 흘러간 거리로 나타냄,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1064,1064,발열,FEVER,FVR,열이 남. 또는 열을 냄,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1065,1065,즐겨찾기,FAVORITE,FVRT,자주 사용하는 메뉴나 웹사이트 주소를 등록해 놓고 나중에 바로 찾아 갈 수 있도록 하는 기능,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1066,1066,포워딩,FORWARDING,FWDNG,인터넷워킹 장치를 이용하여 지정된 사이트에 자동적으로 연결되도록 수신 장치로 프레임을 보내는 프로세스,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1067,1067,담수어류,FRESHWATER FISH,FWF,민물에 사는 물고기,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1068,1068,전달,FORWARD,FWRD,1. 지시， 명령， 물품 따위를 다른 사람이나 기관에 전하여 이르게 함
2. 자극， 신호， 동력 따위가 다른 기관에 전하여짐
3. 신호를 전송하여 의미를 전하를 것,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
1069,1069,만수위,FULL WATER LEVEL,FWTLV,저수지， 하천， 물탱크 따위에 물이 가득 찼을 때의 수면의 높이,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
