표준단어명,표준단어 설명
처리담당자ID,사무나 사건 따위를 절차에 따라 정리하여 치르거나 마무리를 짓는 것을 담당하는 사람의 ID
통합희망ID,모두 합쳐 하나로 모은 희망 ID
공람자ID,공람할 수 있도록 허용 받은 사람의 ID
작업ID,일정한 목적과 계획 아래 하는 일의 ID
IM사용자ID,IM 사용자 ID
요청IP주소,필요한 어떤 일이나 행동을 청한 IP 주소
출력IP주소,출력 IP 주소
MBL일련번호,선사 또는 콘솔사가 포워더에게 주는 선하증권의 일률적으로 연속되어 있는 번호
PK여부,관계 데이터베이스에서 관계 내의 특정 투플(열)을 일의적으로 식별할 수 있는 키 필드인지 여부
신청자SMS여부,신청한 사람의 SMS여부
양수자SMS수신동의여부,재산이나 사물을 다른사람에게 넘겨 받은 사람의 SMS 수신 동의하였는지 여부
SMS동의여부,SMS 동의했는지 여부
신청서포맷URL주소,단체나 기관에 어떠한 일이나 물건을 알려 청구하는 내용을 기록한 문서의 포맷 URL 주소
접근참조URL주소,접근을 참조하는 URL주소
민원첨부파일XML내용,주민이 행정 기관에 대하여 원하는 바를 요구하는 일의 첨부파일 XML에 대한 내용
접근일,접근한 시점의 일 (형태 : 01 ~ 31)
접근월,접근한 시점의 월 (형태 : 01 ~ 12)
기관코드,기관 코드
가상그룹명,임시로 묶여진 무리의 이름
가상그룹사용자ID,가상 그룹 사용자 ID
가상그룹사용자명,가상 그룹 사용자 명
개인발열여부,낱낱의 사람이 열이 나는지 여부
동거자자가격리여부,동거자 자가격리 여부
해외여행여부,해외여행을 다녀온 사실이 있는지 여부
체크일시,체크 날짜와 시간 (형태 : YYYYMMDDHHMISS)
코로나19임상증상여부,코로나19 임상증상 여부
질의응답제목,질의 응답 제목
업로드파일명,컴퓨터 통신망을 이용하여 다른 컴퓨터 시스템에 파일이나 자료를 전송한 파일의 이름
검토상태여부,어떤 사실이나 내용을 분석했는지 여부
검토자반려사유내용,어떤 사실이나 내용을 분석한 사람이 문서를 처리하지 않고 되돌려 보낸 이유에 대한 내용
발급여부,증명서 등을 발행했는지 여부
발급일시,증명서 등을 발행하여 준 날짜와 시간 (형태 : YYYYMMDDHHMISS)
발급자ID,(증명서 따위를) 발행한 사람의 고유 체계
발급자반려사유내용,발급자 반려 사유 내용
승인자반려사유내용,승인자 반려 사유 내용
제어ID,제어 ID
구축여부,구축 여부
파일일시,파일 날짜와 시간 (형태 : YYYYMMDDHHMISS)
RFID번호,반도체 칩이 내장된 태그， 라벨， 카드 등의 저장된 데이터를 무선주파수를 이용하여 비접촉으로 읽어내는 인식시스템에 부여하는 고유 체계
물품식별번호,일정하게 쓸 만한 값어치가 있는 물건에 부여되는 식별 번호
사용부서명,사용 부서 명
식별명,식별 명
정리일자,어떠한 것에서 문제가 되거나 불필요한 것을 줄이거나 없애서 말끔하게 바로 잡은 날짜
발신자전화번호,우편， 전신 따위를 보내는 사람의 전화번호
일정분,일정 분
일정내용,일정한 기간 해야 할 일을 날짜별로 계획한 것의 내용
일정장소주소,일정 장소 주소
임시여부,임시 여부
종일여부,종일 여부
공휴일월일,공휴일 (MMDD)
공휴일연도,공휴일연도 (YYYY)
공휴일설명,공휴일에 대한 설명
간부일정관리자여부,간부 일정 관리자 여부
ISBN신청여부,국제표준도서번호를 신청했는지 여부
간행물요약내용,간행물 요약 내용
문의사항내용,문의 사항 내용
발간자료형태내용,책， 신문， 잡지 따위를 만들어 낸 자료의 형태를 나타낸 내용
발간자료형태쪽크기값,발간 자료 형태 쪽 크기 값
발간주기값,발간 주기 값
간행물부제목,서브 제목
간행물관리용도내용,간행물 관리 용도 내용
원문공개사유내용,원문 공개 사유 내용
원문공개여부,원문 공개 여부
저작권ID,저작권 ID
저작물이용동의여부,저작물 이용 동의 여부
저작물이용비동의사유내용,저작물 이용 비동의 사유 내용
정부간행물등록번호,정부 간행물 등록 번호
간행물제목,간행물 제목
책자공개사유내용,책자 공개 사유 내용
책자공개여부,책자 공개 여부
이메일본문내용,이메일 본문 내용
이메일요약내용,이메일 요약 내용
대상번호,어떤 일의 상대 또는 목표나 목적이 되는 것에 부여하는 식별 번호
관계내용,둘 이상의 사람， 사물 현상 따위가 서로 관련을 맺거나 관련이 있는 것들의 내용
입력ID,입력 ID
업로드원본파일명,업로드 원본 파일 명
대표이미지경로명,대표 이미지가 위치한 경로의 이름
게시물설명,게시물 설명
팝업적용여부,팝업 적용 여부
작성자기관명,작성자 기관 명
전체공지여부,전체 공지 여부
주요공지여부,주요 공지 여부
지식연계ID,지식 연계 ID
썸네일저장경로명,썸네일 저장 경로 명
썸네일저장파일명,썸네일 저장 파일 명
마일리지적용여부,(특정 상황·사건에서 얻을 수 있는) 이득[이용]을 적용했는지 여부
지식등록여부,지식 등록 여부
평가여부,평가 여부
교점레벨번호,데이터 통신망에서， 데이터를 전송하는 통로에 접속되는 하나 이상의 기능 단위의 일정한 표준이나 정도에 부여하는 식별 번호
상위교점ID,상위 교점 ID
긴급승인여부,긴요하고 급하게 승인했는지 여부
긴급게시여부,긴요하고 급하게 여러 사람에게 알리기 위하여 내붙이거나 내걸어 두루 보게 했는지 여부
등록자기관명,일정한 자격 조건을 갖추기 위하여 단체나 학교 따위에 문서를 올린 사람이 속한 기관의 명칭
등록자직급명,일정한 자격이나 조건을 갖추려고 단체나 기관에 문서나 서류 등을 등록한 사람의 직급 명칭
미투게시판비밀번호값,미투게시판 비밀번호 값
익명여부,익명 여부
차량이용여부,차량 이용 여부
근무부서명,근무 부서 명
근무부처명,근무 부처 명
재직시작일시,재직 시작 날짜와 시간 (형태 : YYYYMMDDHHMISS)
재직종료일시,재직 종료 날짜와 시간 (형태 : YYYYMMDDHHMISS)
관계일시,관계 날짜와 시간 (형태 : YYYYMMDDHHMISS)
첨부파일위치경로명,첨부파일 위치 경로 명
관계단어명,둘 이상의 사람， 사물 현상 따위가 서로 관련을 맺거나 관련이 있는 단어의 이름
이지업현황등록일자,이지업 현황 등록 일자
실국명,정부조직 실 또는 국의 이름
구내식당명,정부 청사 내에 있는 식당의 이름
석식팝업시작시분,석식 팝업 시작 시간
석식팝업종료시분,석식 팝업 종료 시간
중식팝업시작시분,중식 팝업 시작 시간
중식팝업종료시분,중식 팝업 종료 시간
식단설명,식단 설명
식사일자,식사 일자
잔반량,잔반 량
잔식량,잔식 량
식당이용여부,식당 이용 여부
SMS제목,SMS 제목
갱신일자,갱신 일자
기관담당자부서명,기관을 담당하는 사람의 부서 명칭
기관담당자전화번호,기관 담당자 전화번호
발효일시,조약， 법， 공문서 따위의 효력이 나타난 날짜와 시간 (형태 : YYYYMMDDHHMISS)
상대방서명자기관명,상대방 서명자 기관 명
상대방서명자부서명,상대방 서명자 부서 명
상대방서명자명,상대방 서명자 명
상대방서명자직위명,상대방 서명자 직위 명
약정문서담당자부서명,약정 문서 담당자 부서 명
약정문서담당자전화번호,약정 문서 담당자 전화번호
약정문서담당자명,약정 문서 담당자 명
영문약정명,영문 약정 명
한국서명자기관명,한국 서명자 기관 명
한국서명자명,한국 서명자 명
한국서명자직위명,한국 서명자 직위 명
유효여부,법률적 행위가 당사자나 법률이 의도한 본래의 효과가 있는지 여부
이행여부,이행 여부
체결상대기관명,체결 상대 기관 명
체결지역명,체결 지역 명
한글약정명,한글 약정 명
공급일시,공급 날짜와 시간 (형태 : YYYYMMDDHHMISS)
관리부서담당자명,어떤 일의 사무를 맡아 처리하거나 시설이나 물건의 유지， 개량 등의 일을 맡은 기관이나 단체 등의 각 부문을 담당하는 사람의 이름
관리부서신청기관명,관리 부서 신청 기관 명
관리부서직급명,어떤 일의 사무를 처리하거나 사람， 사물， 시설 따위를 관리하는 일을 맡아 하는 부서의 직무 등급 이름
수납자소속명,수납자 소속 명
수납자료비고,수납 자료 비고
수납자료사용목적내용,수납 자료 사용 목적 내용
수납자료수량,수납 자료 수량
수납자료명,수납 자료 명
수납자료지역명,수납 자료 지역 명
수납자료파일형태내용,수납 자료 파일 형태 내용
국회요구자료명,국회에 요구한 자료의 이름
국회의원명,국민의 대표로서 국회를 이루는 구성원의 이름
긴급여부,긴요하고 급한 것인지 여부
보좌관명,보좌관 명
보좌관이메일주소,보좌관 이메일 주소
보좌관직책명,보좌관 직책 명
정당명,정당 명
제출기한일자,제출 기한 일자
지정담당자ID,지정 담당자 ID
이첩기관명,이첩 기관 명
이첩내용,이첩 내용
이첩여부,이첩 여부
이첩일자,이첩 일자
질문이력비고,질문 이력 비고
지역시군구명,지역 시군구 명
IP대역값,어떤 폭으로써 정해진 범위의 인터넷 프로토콜 값
권한종료일시,어떤 사람이나 기관의 권리나 권력이 미치는 범위가 끝난 날짜와 시간 (형태 : YYYYMMDDHHMISS)
사용자직무ID,사용자 직무 ID
권한그룹URL주소,공통점이 있는 권한을 가진 것의 URL 주소
권한사용여부,어떤 사람이나 기관의 권리나 권력이 미치는 것을 사용하는지 여부
컨트롤러클래스명,제어 클래스 명
그룹권한내용,그룹 권한 내용
권한사용자ID,권한을 사용하는 사람의 고유 체계
썸네일명,썸네일 명
썸네일번호,썸네일 번호
PDF변환파일명,다르게 하여 바뀐 PDF 파일에 붙인 이름
PDF변환작업ID,PDF 파일을 다르게 하여 바꾸는 작업의 고유 체계
미디어파일등록번호,등록한 미디어 파일의 부여하는 식별 번호
파일등록자ID,파일 등록자 ID
MAC주소,대부분의 네트워크 인터페이스 어댑터(NIC)에 부여된 고유한 식별자
보안점수,보안 점수
점검연도,점검 연도
점검월,점검 월
PDF프로그램최신보안패치점검내용,PDF 프로그램 최신 보안 패치 점검 내용
USB자동실행설정점검내용,USB가 자동으로 실행되게 설정했는지 점검한 내용
로그인비밀번호사용기간점검내용,로그인할 때 비밀번호를 사용한 기간에 대한 점검 내용
로그인비밀번호안전성점검내용,로그인할 때 비밀번호가 안전한지에 대한 점검 내용
무선LAN카드설치점검내용,무선LAN카드 설치 점검 내용
미사용ACTIVEX프로그램점검내용,미사용 ACTIVEX 프로그램 점검 내용
